GamepadReloadBehaviors,CyclingList,LUA_MENU/GAMEPAD_RELOAD_BEHAVIORS,LUA_MENU/GAMEPAD_RELOAD_BEHAVIORS_DESC,,,gpadUseReloadProfile,LUA_MENU/GAMEPAD_RELOAD_BEHAVIORS_TAP_RELOAD;LUA_MENU/GAMEPAD_RELOAD_BEHAVIORS_TAP_USE;LUA_MENU/GAMEPAD_RELOAD_BEHAVIORS_CONTEXTUAL_TAP,,,Y,Y,Y,Y,Y,Y,Y,N,N,N,CONTROLLER,,,
InputMethod,ToggleButton,LUA_MENU/INPUT_METHOD,PLATFORM/INPUT_METHOD_DESC,image_options_inputdevice,,gpadEnabled,PLATFORM/GAMEPAD;LUA_MENU/KEYBOARD_AND_MOUSE,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GENERAL,,,
GPUTemperature,CyclingList,MENU/GPU_TEMPERATURE,MENU/GPU_TEMPERATURE_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
GPUTime,CyclingList,MENU/GPU_TIME,MENU/GPU_TIME_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
DebugKeyboard,CyclingList,DEBUG KEYBOARD,DEBUG KEYBOARD,,,useDevKeyboard,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
SpamRemoval,GenericButton,SPAM REMOVAL,SPAM REMOVAL,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
StreamingDebug,GenericButton,Streaming Debug,Enables streaming debugging overlays,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
StreamImageSortLists,GenericButton,Stream Image Sort Lists,Show stream image sort list fullscreen debug overlay,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GunsmithDebug,CyclingList,GUNSMITH DEBUG,If enabled Dpad left will expand the Gunsmith Debug menu,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
OnlineDebug,CyclingList,MENU/ONLINE_DEBUG,MENU/ONLINE_DEBUG_DESC,,MSPSNLMPLP,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
NewTextChatDebug,CyclingList,NEW TEXT CHAT,If enabled the new chat will be in use instead of the old Social Chat,,LKSKPKTOON,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryAccessibility,SubCategory,LUA_MENU/GENERAL_SUB_ACCESSIBILITY,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryContentFilters,SubCategory,LUA_MENU/GENERAL_SUB_CONTENTFILTERS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryInput,SubCategory,LUA_MENU/GENERAL_SUB_INPUT,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryHDR,SubCategory,LUA_MENU/GENERAL_SUB_HDR_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryHUD,SubCategory,LUA_MENU/GENERAL_SUB_HUD_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryScreen,SubCategory,LUA_MENU/GENERAL_SUB_SCREEN,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategorySocial,SubCategory,LUA_MENU/GENERAL_SUB_SOCIAL_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GeneralSubCategoryTelemetry,SubCategory,LUA_MENU/GENERAL_SUB_TELEMETRY,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
GeographicalRegion,CyclingList,,LUA_MENU/GEOGRAPHICAL_REGION_DESC,,MKMOPQKMPO,,LUA_MENU/HIDDEN;LUA_MENU/SHOWN,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
InventoryKeybindsExpander,Expander,InventoryShowAction;InventoryUseAction;InventoryNextAction;InventoryPreviousAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
GesturePingExpander,Expander,GestureAction;PingPlaceMarkerAction,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GoreOption,CyclingList,LUA_MENU/GORE_OPTION,LUA_MENU/GORE_OPTION_DESC,,NSOSPTMRMQ,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,N,Y,Y,Y,Y,Y,Y,,N,N,,,,
GraphicContent,CyclingList,MENU/GRAPHIC_CONTENT,MENU/GRAPHIC_CONTENT_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
GroundVehicleMouseSensitivityMultiplier,SliderBarWithEditBox,MENU/GROUNDVEH_MOUSE_SENSITIVITY_MULTIPLIER,MENU/GROUNDVEH_MOUSE_SENSITIVITY_MULTIPLIER_DESC,,,landVehicleMouseSensitivityMultiplier,,GroundVehicleMouseSensitivity,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
HitMarkerPresets,CyclingList,MENU/HIT_MARKER_PRESETS,MENU/HIT_MARKER_PRESETS_DESC,,,sndHitMarkerAlias,MENU/NONE;MENU/CLASSIC;MENU/MW,,,Y,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
HitMarkersSoundEffect,CyclingList,MENU/HIT_MARKERS_SOUND_EFFECT,MENU/HIT_MARKERS_SOUND_EFFECT_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
HitMarkersVisuals,CyclingList,MENU/HIT_MARKERS_VISUALS,MENU/HIT_MARKER_VISUALS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
HoldBreath,CyclingList,MENU/HOLD_BREATH,MENU/HOLD_BREATH_DESC,image_options_holdbreath,,toggleHoldBreathEnabled,GAME/HOLD;GAME/TOGGLE,,,N,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
ImageQuality,Dropdown,MENU/IMAGE_QUALITY,MENU/IMAGE_QUALITY_DESC,,LTPQTTPSOR,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,Resolution,,
HDR,CyclingList,MENU/HDR,MENU/HDR_DESC,image_options_hdr,MTONTNKOKR,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GENERAL,HDRBrightness;HDRCalibration;Brightness;SDRColorSpace,,
HDRBrightness,SliderBarWithEditBox,MENU/HDR_BRIGHTNESS_BTN,MENU/HDR_BRIGHTNESS_BTN_DESC,,PPNORSOSS,,,HDRGamma,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,,,
HDRCalibration,GenericButton,MENU/HDR_CALIBRATION,MENU/HDR_CALIBRATION_BTN_DESC,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
HudBounds,CyclingList,MENU/HUD_BOUNDS,MENU/HUD_BOUNDS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
HudBoundsH,SliderBarWithEditBox,MENU/HUD_BOUNDS_HORZ,MENU/HUD_BOUNDS_HORZ_DESC,image_options_hudboundHorizontal,SPLRMSQLK,,,HudBoundsH,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GENERAL,,,
HudBoundsV,SliderBarWithEditBox,MENU/HUD_BOUNDS_VERT,MENU/HUD_BOUNDS_VERT_DESC,image_options_hudboundVertical,MLMOSSMNOO,,,HudBoundsV,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GENERAL,,,
InternalIPAddress,CyclingList,,LUA_MENU/INTERNAL_IP_ADDRESS_DESC,,SQMORMQQS,,LUA_MENU/HIDDEN;LUA_MENU/SHOWN,,,Y,Y,Y,Y,Y,Y,Y,,N,N,ACCOUNT,,,
InvertPitchGamepad,CyclingList,MENU/LOOK_INVERSION,PLATFORM/LOOK_INVERSION_DESC,,,InvertPitchGamepad,LUA_MENU/DISABLED;OPTIONS/PLANEONLY;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,CONTROLLER,,,
InvertPitchKBM,CyclingList,MENU/INVERT_MOUSE,MENU/INVERT_MOUSE_DESC,,,InvertPitchKBM,LUA_MENU/DISABLED;OPTIONS/PLANEONLY;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
InvertStickExpander,Expander,InvertPitchGamepad;InvertPitchFlyingGamepad,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
JuggernautDefaultMusic,CyclingList,LUA_MENU/JUGGERNAUT_MUSIC,LUA_MENU/JUGGERNAUT_MUSIC_DESC,,,juggMusicEnableDefault,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,N,N,N,AUDIO,,,
KBMSubCategoryBehavior,SubCategory,LUA_MENU/KBM_SUB_BEHAVIOR,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KBMSubCategoryBehaviorMPCPOnly,SubCategory,LUA_MENU/KBM_SUB_BEHAVIOR,,,,,,,,N,Y,Y,Y,Y,Y,N,,N,N,,,,
KBMOnlySubCategoryBehavior,SubCategory,LUA_MENU/KBM_SUB_BEHAVIOR,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
KBMSubCategoryKeybinds,SubCategory,LUA_MENU/KBM_SUB_KEYBINDS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KBMSubCategoryKillstreaksKeybinds,SubCategory,LUA_MENU/KBM_SUB_KILLSTREAKS_KEYBINDS,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KBMSubCategoryMouse,SubCategory,LUA_MENU/KBM_SUB_MOUSE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KBMSubCategorySocial,SubCategory,LUA_MENU/KBM_SUB_SOCIAL_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KBMSubCategoryVehicleKeybinds,SubCategory,LUA_MENU/KBM_SUB_VEHICLE_KEYBINDS,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KBMSubCategorySensitivity,SubCategory,LUA_MENU/KBM_SUB_SENSITIVITY_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KeybindBreathExpander,Expander,BreathSprintAction;SprintAction;SuperSprintAction;SteadyAimAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindMeleeZoomExpander,Expander,MeleeZoomAction;MeleeAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindForwardExpander,Expander,ForwardAction;AutoForwardAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindADSExpander,Expander,HoldAIMAction;ZoomAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindChangeLoadoutExpander,Expander,ChangeClass1;ChangeClass2;ChangeClass3;ChangeClass4;ChangeClass5;ChangeClass6;ChangeClass7;ChangeClass8;ChangeClass9;ChangeClass10,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindStanceExpander,Expander,StanceAction;StanceUp;StanceDown;SlideAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindViewExpander,Expander,CenterView;LookUp;LookDown;LeftAction;RightAction;,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KeybindWeaponExpander,Expander,WeapNextAction;WeapPrevAction;FirstWeaponAction;SecondWeaponAction;ThirdWeaponAction,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindSubCategoryOnFoot,SubCategory,LUA_MENU/KEYBIND_SUB_ON_FOOT_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KeybindSubCategoryVehKillstreaks,SubCategory,LUA_MENU/KEYBIND_SUB_VEHICLES_KILLSTREAKS_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
KeybindSubCategoryGamemode,SubCategory,LUA_MENU/KEYBIND_SUB_GAMEMODE_SPEC_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
KeybindSubCategoryInterface,SubCategory,LUA_MENU/KEYBIND_SUB_INTERFACE_CAPS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
LanguageSelect,Dropdown,LANGUAGE_SELECT/BUTTON_TEXT,LANGUAGE_SELECT/BUTTON_TEXT_DESC,,,,,,,Y,Y,Y,Y,Y,N,N,,N,Y,,,,
Lethal,CyclingList,MENU/LETHAL_EQUIPMENT,MENU/LETHAL_EQUIPMENT_DESC,,,,GAME/HOLD;GAME/TOGGLE,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
LocationSelectorCursorMouseSpeedMultiplier,SliderBarWithEditBox,MENU/TABLET_MOUSE_SENSITIVITY_MULTIPLIER,MENU/TABLET_MOUSE_SENSITIVITY_MULTIPLIER_DESC,,,LocationSelectorCursorMouseSpeedMultiplier,,LocationSelectorCursorMouseSpeedMultiplier,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
LODRamp,CyclingList,MENU/LOD_RAMP,MENU/LOD_RAMP_DESC,image_options_levelofdetail,LPNQOKLRQR,,MENU/QUALITY_LOW;MENU/QUALITY_NORMAL;MENU/QUALITY_HIGH,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,,,
LookHorzSens,CyclingList,PLATFORM/LOOK_HORZ_SENSITIVITY,PLATFORM/LOOK_HORZ_SENSITIVITY_DESC,,,viewHorzSensitivity,,StickSensitivity,,Y,Y,Y,Y,Y,Y,Y,,N,N,CONTROLLER,,,
LookVertSens,CyclingList,PLATFORM/LOOK_VERT_SENSITIVITY,PLATFORM/LOOK_VERT_SENSITIVITY_DESC,,,viewVertSensitivity,,StickSensitivity,,Y,Y,Y,Y,Y,Y,Y,,N,N,CONTROLLER,,,
LowerGameVolumeExpander,Expander,LowerGameVolumeWhenSpeaking;LoweredVolumeScale,,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
LowerGameVolumeWhenSpeaking,CyclingList,MENU/LOWER_GAME_VOLUME_WHEN_SPEAKING,MENU/LOWER_GAME_VOLUME_WHEN_SPEAKING_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
LoweredVolumeScale,SliderBarWithEditBox,MENU/LOWERED_VOLUME_SCALE,MENU/LOWERED_VOLUME_SCALE_DESC,,,,,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
MasterVolumeExpander,Expander,Volume;MusicVolume;VoiceVolume;EffectsVolume;CinematicsVolume,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
MatchTextChat,CyclingList,MENU/MATCH_TEXT_CHAT,MENU/MATCH_TEXT_CHAT_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
Melee,CyclingList,MENU/MELEE_ATTACK,MENU/MELEE_ATTACK_DESC,,,,GAME/TAP;GAME/HOLD,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
MenuCursorSensitivityMultiplier,SliderBarWithEditBox,MENU/MENU_CURSOR_SENSITIVITY_MULTIPLIER,MENU/MENU_CURSOR_SENSITIVITY_MULTIPLIER_DESC,,,orbisMouseMenuSensitivity,,MenuCursorSensitivityMultiplier,,Y,Y,Y,Y,Y,Y,Y,,N,Y,,,,
MenuCustomFramerateLimit,SliderBarWithEditBox,PLATFORM_UI/MENU_CUSTOM_FRAMERATE_LIMIT_CAPS,PLATFORM_UI/MENU_CUSTOM_FRAMERATE_LIMIT_DESC,,NOTKKOKSQO,,,MenuCustomFramerateLimit,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,,,
OutOfFocusCustomFramerateLimit,SliderBarWithEditBox,PLATFORM_UI/OUT_OF_FOCUS_CUSTOM_FRAMERATE_LIMIT_CAPS,PLATFORM_UI/OUT_OF_FOCUS_CUSTOM_FRAMERATE_LIMIT_DESC,,NMLTRQRNTM,,,OutOfFocusCustomFraterateLimit,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,,,
MicrophoneVolume,SliderBarWithEditBox,MENU/MICROPHONE_VOLUME,MENU/MICROPHONE_VOLUME_DESC,,LRTMQRTPLO,,,VoiceChatVolume,,N,Y,Y,Y,Y,Y,N,,N,N,AUDIO,,,
MinimapStyle,CyclingList,OPTIONS/MINIMAP_STYLE,OPTIONS/MINIMAP_STYLE_DESC,image_options_minimap_shape,,,OPTIONS/MINIMAP_CIRCLE;OPTIONS/MINIMAP_SQUARE,,,N,Y,Y,Y,Y,Y,,N,N,,,,,
MinimapRotation,CyclingList,OPTIONS/MINIMAP_ROTATION,OPTIONS/MINIMAP_ROTATION_DESC,image_options_minimap_rotation,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,N,Y,Y,Y,Y,Y,,N,N,,,,,
CompassCardinalDirectionText,CyclingList,OPTIONS/COMPASS_CARDINAL_DIRECTION_STYLE,OPTIONS/COMPASS_CARDINAL_DIRECTION_STYLE_DESC,image_options_compass,,,OPTIONS/LETTERS;OPTIONS/NUMBERS,,,N,Y,Y,Y,Y,Y,,N,N,,,,,
MixPreset,Dropdown,LUA_MENU/MIX_PRESET,LUA_MENU/MIX_PRESET_DESC,,PTKLRRLLQ,,LUA_MENU/FLAT;LUA_MENU/THEATRICAL;LUA_MENU/IW_MIX;LUA_MENU/MIDNIGHT_MODE;LUA_MENU/HEADPHONES_1;LUA_MENU/HEADPHONES_2;LUA_MENU/HEADPHONES_3,,,Y,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
Monitor,Dropdown,PLATFORM_UI/MONITOR,PLATFORM_UI/MONITOR_DESC,,MMMOQLSSOS,,LUA_MENU/MODE_WINDOWED;LUA_MENU/MODE_FULLSCREEN;LUA_MENU/MODE_FULLSCREEN_BORDERLESS;LUA_MENU/MODE_FULLSCREEN_EXTENDED_WINDOW,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,Resolution;ImageQuality;RefreshRate,,
MotionBlurConsole,CyclingList,PLATFORM_UI/MOTION_BLUR,PLATFORM_UI/MOTION_BLUR_DESC,image_options_motionblur,,motionBlurEnabled,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,Y,,,,
MotionBlurPC,CyclingList,PLATFORM_UI/MOTION_BLUR,PLATFORM_UI/MOTION_BLUR_DESC,image_options_motionblur,,motionBlurEnabled,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,,,,
MountConfig,Dropdown,LUA_MENU/MOUNT_CONFIG,MENU/WEAPON_MOUNT_ACTIVATION_DESC,image_options_weaponmount,,mountButtonConfig,LUA_MENU/DISABLED;LUA_MENU/DOUBLE_TAP_ADS;LUA_MENU/ADS_PLUS_MELEE;LUA_MENU/ADS,,,Y,Y,Y,Y,Y,Y,N,,N,N,CONTROLLER,,,
MouseAcceleration,SliderBarWithEditBox,MENU/MOUSEACCELERATION,MENU/MOUSEACCELERATION_DESC,,,mouseAccel,,MouseAcceleration,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
MouseAdsUseMonitorDistance,CyclingList,MENU/ADS_MOUSE_SENSITIVITY,MENU/ADS_MOUSE_SENSITIVITY_DESC,,,MouseAdsUseMonitorDistance,MENU/LEGACY;MENU/RELATIVE,,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,MouseMonitorDistanceCoefOption,,
MouseFlightHorzSens,SliderBarWithEditBox,MENU/MOUSE_FLIGHT_HORZ_SENSITIVITY,,,MKONQNTMKQ,,,MouseSensitivity,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
MouseFlightVertSens,SliderBarWithEditBox,MENU/MOUSE_FLIGHT_VERT_SENSITIVITY,,,MPKPOPRTLQ,,,MouseSensitivityMultiplier,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
MouseHorzSens,SliderBarWithEditBox,MENU/MOUSE_HORZ_SENSITIVITY,PLATFORM/MOUSE_HORZ_SENSITIVITY_DESC,,NLQQLQRKSM,,,MouseSensitivity,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
MouseMonitorDistanceCoefOption,SliderBarWithEditBox,MENU/MOUSE_MONITOR_DISTANCE_COEF,MENU/MOUSE_MONITOR_DISTANCE_COEF_DESCRIPTION,,,mouseMonitorDistanceCoef,,mouseMonitorDistanceCoef,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
MouseSensitivityExpander,Expander,MouseHorzSens;MouseVertSens;GroundVehicleMouseSensitivityMultiplier;FlyingVehiculeSensitivityMultiplier;LocationSelectorCursorMouseSpeedMultiplier,MENU/MOUSE_HORZ_SENSITIVITY_DESC,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
MouseSmoothingOption,CyclingList,MENU/MOUSE_SMOOTHING,MENU/MOUSE_SMOOTHING_DESC,,,mouseSmoothing,LUA_MENU/DISABLED;LUA_MENU/ENABLED,mouseSmoothing,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
MouseVertSens,SliderBarWithEditBox,MENU/MOUSE_VERT_SENSITIVITY_CAPS,MENU/MOUSE_VERT_SENSITIVITY_CAPS_DESC,,LONMSRNMSK,,,MouseSensitivityMultiplier,,Y,Y,Y,Y,Y,Y,Y,,N,N,KEYBINDS_GAMEPLAY,,,
MusicVolume,SliderBarWithEditBox,MENU/MUSIC_VOLUME,PLATFORM/OPTIONS_MUSIC_VOLUME_DESC,,LLPPPNKTSO,,,Volume,,Y,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
MultiplayerDialog,CyclingList,LUA_MENU_MP/DIALOG,MENU/MULTIPLAYER_DIALOG_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
MuteSound,CyclingList,MENU/MUTE_SOUND,MENU/MUTE_SOUND_DESC,,,,MENU/MUTED;MENU/NOT_MUTED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
NATType,GenericButton,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
NvidiaHighlights,CyclingList,LUA_MENU/NVIDIA_HIGHLIGHTS,LUA_MENU/NVIDIA_HIGHLIGHTS_DESCRIPTION,,MMSMTNRMKL,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,Y,N,GRAPHICS,,,
OpenMicRecordingSensitivity,SliderBarWithEditBox,MENU/OPEN_MIC_RECORDING_THRESHOLD,MENU/OPEN_MIC_RECORDING_THRESHOLD_DESC,,MSKKKMTQNT,,,VoiceThreshold,,N,Y,Y,Y,Y,Y,Y,,N,N,AUDIO,,,
OptimalVideo,GenericButton,LUA_MENU/OPTIMAL_VIDEO_AUDIO,LUA_MENU/OPTIMAL_VIDEO_DESC,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
ParachuteAutoDeployGamepad,CyclingList,MENU/PARACHUTE_AUTO_DEPLOY,MENU/PARACHUTE_AUTO_DEPLOY_DESC,,,isParachuteAutoDeployGamepadDisabled,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,,Y,N,,,,,
ParachuteAutoDeployKBM,CyclingList,MENU/PARACHUTE_AUTO_DEPLOY,MENU/PARACHUTE_AUTO_DEPLOY_DESC,,,isParachuteAutoDeployKBMDisabled,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,,Y,N,,,,,
ParticleLighting,CyclingList,MENU/PARTICLE_LIGHTING,MENU/PARTICLE_LIGHTING_DESC,image_options_particulelighting,PSTSNKNPR,,MENU/QUALITY_LOW;MENU/QUALITY_NORMAL;MENU/QUALITY_HIGH;MENU/QUALITY_ULTRA,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,,,
ParticleQuality,CyclingList,MENU/PARTICLE_QUALITY,MENU/PARTICLE_QUALITY_DESC,image_options_particulequality,MPRNRNTNNQ,,MENU/LOW;MENU/HIGH,,,Y,Y,Y,Y,Y,Y,Y,,N,N,GRAPHICS,,,
PartyInviteNotifications,CyclingList,MENU/PARTY_INVITE_NOTIFICATIONS,MENU/PARTY_INVITE_NOTIFICATIONS_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
PeripheralLighting,CyclingList,MENU/PERIPHERAL_LIGHTING,MENU/PERIPHERAL_LIGHTING_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
PickUpBehavior,CyclingList,MENU/PICK_UP_BEHAVIOR,MENU/PICK_UP_BEHAVIOR_DESC,,MPPNRRRPMP,,GAME/HOLD;GAME/TAP;LUA_MENU/CONTEXTUAL,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
PlatformConstrainedChat,CyclingList,LUA_MENU/CROSSPLAY_COMMUNICATION,LUA_MENU/CROSSPLAY_COMMUNICATION_DESC,,,allowCrossplayChat,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,Y,,N,Y,ACCOUNT,,,
PlayerNameIndicator,CyclingList,MENU/PLAYER_NAME_INDICATOR,MENU/PLAYER_NAME_INDICATOR_DESC,,MPPNRRRPMP,,LUA_MENU/ICON_ONLY;LUA_MENU/ABBREVIATED;LUA_MENU/FULL_NAME,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
PrintWeaponAttributes,Dropdown,MENU/PRINT_WEAPON_ATTRIBUTES,MENU/PRINT_WEAPON_ATTRIBUTES_DESC,,MMTMMPTQKM,,LUA_MENU/DISABLED;LUA_MENU/ALL;LUA_MENU/CURRENT_PRIMARY;LUA_MENU/PRIMARIES;LUA_MENU/OFFHANDS;LUA_MENU/ITEMS;LUA_MENU/ALT_MODE;LUA_MENU/EXCLUSIVE,,,Y,Y,Y,Y,Y,Y,Y,,N,N,,,,
ProfanityFilter,CyclingList,MENU/PROFANITY_FILTER,MENU/PROFANITY_FILTER_DESC,,,,LUA_MENU/DISABLED;LUA_MENU/ENABLED,,,Y,Y,Y,Y,Y,Y,N,,N,N,,,,
Prone,CyclingList,MENU/PRONE,MENU/PRONE_DESC,image_options_prone,,proneType,GAME/TOGGLE;GAME/HOLD;MENU/GO_TO,,,Y,Y,Y,Y,Y,Y,N,,N,N,KEYBINDS_GAMEPLAY,,,
