53,convoy4_restricttrain,CP_QUARRY2_OBJECTIVES/RESTRICT_TRAIN,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
54,convoy4_switches_3,CP_QUARRY2_OBJECTIVES/CONVOY4_DISABLE_ARMS_3,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
55,convoy4_find_keys,CP_QUARRY2_OBJECTIVES/CONVOY4_FIND_KEYS,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
56,convoy4_keys_0,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_0,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
57,convoy4_keys_1,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_1,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
58,convoy4_keys_2,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_2,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
59,convoy4_keys_3,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_3,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
60,convoy4_call_train,CP_QUARRY2_OBJECTIVES/CONVOY4_CALL_TRAIN,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
61,convoy4_take_apache,CP_QUARRY2_OBJECTIVES/CONVOY4_TAKEAPACHE,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
62,convoy4_wait_train,CP_QUARRY2_OBJECTIVES/CONVOY4_WAITTRAIN,CP_QUARRY2_OBJECTIVES/LABEL_WAIT,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
63,convoy4_open_train,CP_QUARRY2_OBJECTIVES/CONVOY4_TRAIN_DOOR,CP_QUARRY2_OBJECTIVES/LABEL_OPEN,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
64,convoy4_take_loot,CP_QUARRY2_OBJECTIVES/CONVOY4_TRAIN_LOOT,CP_QUARRY2_OBJECTIVES/LABEL_LOOT,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
65,convoy4_extraction,CP_QUARRY2_OBJECTIVES/FULTON_WAITING,CP_QUARRY2_OBJECTIVES/FULTON_WAITING_LABEL,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
66,convoy4_fulton,CP_QUARRY2_OBJECTIVES/CONVOY4_REGROUP_EXTRACT,CP_QUARRY2_OBJECTIVES/ATTACH_FULTON,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
67,convoy4_board_ac130,CP_QUARRY2_OBJECTIVES/CONVOY4_BOARD_AC130,,0,primary,icon_waypoint_objective_general,,,30,25,15,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
68,convoy4_kill_smuggler,CP_QUARRY2_OBJECTIVES/KILL_SMUGGLER_DESC,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK2,4,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
69,plant_jammers,CP_FUBAR/JAM_COMMS,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
70,kill_tunnel_spawns,CP_OBJECTIVES/TUNNEL,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
71,equip_disguise,CP_FUBAR/EQUIP_DISGUISE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,CP_FUBAR/EQUIP_DISGUISE,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,2,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
72,collect_nuclear_core,CP_FUBAR/COLLECT_NUCLEAR_CORE,,1,primary,icon_waypoint_objective_general,,,180,120,60,,,,,,,1,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,2,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
73,exfil_plane,CP_FUBAR/EXFIL_C130,CP_FUBAR/EXIT_ROOM_LABEL,1,primary,icon_waypoint_objective_general,teleport_trigger,script_noteworthy,,15,10,5,,,,,,,1,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,3,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
74,land_at_lz,CP_FUBAR/LAND_AT_LZ,,1,primary,icon_waypoint_objective_general,,,,,,,,,,6669,1,,CP_FUBAR/HOLDOUT_LZ,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,1,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
75,infil_plane,CP_FUBAR/INFIL_C130,,1,primary,icon_waypoint_objective_general,,,,,,,,,,6669,1,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,1,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
76,destroy_c130,CP_FUBAR/DESTROY_C130,,1,primary,icon_waypoint_objective_general,,,,,,,,,,6669,1,,,,,,,,,cp_plane_hijack_cs,,CP_FUBAR/MAIN_TITLE,1,,,CP_CHYRONS/DONETSK_PLANEHIJACK_TITLE,CP_CHYRONS/DONETSK_PLANEHIJACK_TIME,CP_CHYRONS/DONETSK_PLANEHIJACK_LOCATION,CP_CHYRONS/DONETSK_PLANEHIJACK_MISC,CP_CHYRONS/DONETSK_PLANEHIJACK_SQUAD,
77,obj_caches,CP_SMUGGLER/OBJ_PHASE1,,1,primary,icon_waypoint_objective_general,,,,,,,,,,1000,,,,,,,,,,cp_smugglercaches_north_create_script,,CP_SMUGGLER/OBJ_PHASE1,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
78,obj_caches_adv,CP_SMUGGLER/OBJ_ADVANCE,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_smugglercaches_north_create_script,,CP_SMUGGLER/OBJ_PHASE1,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
79,obj_caches_leads,CP_SMUGGLER/WAITING_TO_DECRYPT,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_smugglercaches_north_create_script,,CP_SMUGGLER/OBJ_PHASE1,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
80,obj_caches_def,CP_SMUGGLER/DECRYPTING_LOCATION,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_smugglercaches_north_create_script,,CP_SMUGGLER/OBJ_PHASE1,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
81,obj_caches_end,CP_SMUGGLER/OBJ_EXTRACT,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_smugglercaches_north_create_script,,CP_SMUGGLER/OBJ_PHASE1,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
82,obj_caches_collect_total_1,CP_SMUGGLER/OBJ_COLLECT_TOTAL_1,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_PHASE1,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
83,obj_caches_collect_total_2,CP_SMUGGLER/OBJ_COLLECT_TOTAL_2,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_PHASE1,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
84,obj_caches_collect_total_3,CP_SMUGGLER/OBJ_COLLECT_TOTAL_3,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_PHASE1,2,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
85,obj_caches_collect_type_1,CP_SMUGGLER/TYPE_PAPER,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_PHASE1,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
86,obj_caches_collect_type_2,CP_SMUGGLER/TYPE_CASH,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_PHASE1,3,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
87,obj_tug_of_war,CP_SMUGGLER/OBJ_TUG_OF_WAR,,1,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
88,obj_apprehension,CP_SMUGGLER/OBJ_APPREHENSION,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
89,obj_grab_informant,CP_SMUGGLER/OBJ_INFORMANT_ATTEMPT,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,,,,,,
90,obj_rescue_informant,CP_SMUGGLER/OBJ_RESCUE_INFORMANT,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
91,obj_defend_informant,CP_SMUGGLER/OBJ_INFORMANT_SAFE,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
92,obj_extract_informant,CP_SMUGGLER/OBJ_INFORMANT_EXTRACT,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
93,obj_extract_players,CP_SMUGGLER/OBJ_EXTRACT,,0,primary,,,,,,,,,,,,,,,,,,,,,cp_tugofwar_north_create_script,,CP_SMUGGLER/OBJ_TUG_OF_WAR,1,1,,,,,,,
94,obj_informant_ui,CP_SMUGGLER/INFORMANT_HP_UI,,0,primary,,,,,,,,,,,,,,,,,,,,,,,CP_SMUGGLER/OBJ_TUG_OF_WAR,2,,,,,,,,
95,obj_payload,CP_OBJ_PAYLOAD/DESCRIPTION1,CP_OBJ_PAYLOAD/ESCORT,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,CP_OBJ_PAYLOAD/DESCRIPTION2,,,,,,,cp_payloadobjective_cs,,CP_OBJ_PAYLOAD/TITLE,,,,,,,,,
96,safehouse_suburbs11_mnu,CP_SMUGGLER/SAFEHOUSE,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_suburbs11_cs,,CP_SMUGGLER/CHYRON_TITLE,,1,,CP_CHYRONS/MAPNAME_MISSIONNAME_TITLE,CP_CHYRONS/MAPNAME_MISSIONNAME_TIME,CP_CHYRONS/MAPNAME_MISSIONNAME_LOCATION,CP_CHYRONS/MAPNAME_MISSIONNAME_MISC,CP_CHYRONS/MAPNAME_MISSIONNAME_SQUAD,
97,safehouse_suburbs11,CP_DWN_TWN_OBJECTIVES/SAFEHOUSE_SELECTMISSION,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_donetsk_safehouse_suburbs11_cs,,CP_SMUGGLER/CHYRON_TITLE,,,,CP_SMUGGLER/CHYRON_TITLE,CP_SMUGGLER/CHYRON_LOCATION,CP_SMUGGLER/CHYRON_MISC,,,
98,raid_coop_push,,,1,primary,,,,,,,,,,,,,,,,,,,,,coop_push_cs,,COOP_VEHICLE_PUSH/DESTROY_ENEMY_GATE,,,,,,,,,
99,coop_bomb_defusal,COOP_BOMB_DEFUSAL/DEFUSE_BOMB,,step,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ba_mnu,CP_MILBASE_DIALOGUE/BA_MNU,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ba_shiprecieve,CP_MILBASE_DIALOGUE/HINT_SEARCH_TOWER,CP_STRIKE/SEARCH_TOWER_LABEL,,primary,icon_waypoint_objective_general,tower_computer,targetname,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/BA_MNU,1,,,,,,,,
102,ba_searchareas,,,,primary,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,,1,,,,,,,
103,ba_tower,CP_STRIKE/OPEN_HANGAR,CP_MILBASE_DIALOGUE/LBL_TOWER,,primary,icon_waypoint_objective_general,hangar_door_button,targetname,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/ESCAPE_BASE,1,,,,,,,,
104,ba_router,CP_MILBASE_DIALOGUE/WAIT_TRANSFER,CP_MILBASE_DIALOGUE/XFER_DATA,,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/BA_MNU,2,,,,,,,,
105,ba_steal_tank,CP_MILBASE_DIALOGUE/STEAL_TANK,,,primary,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/ESCAPE_BASE,2,,,,,,,,
106,ba_destroy_tanks,CP_MILBASE_DIALOGUE/DESTROY_TANKS,CP_MILBASE_DIALOGUE/ENEMY_TANK,,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ba_escape,,,,primary,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/ESCAPE_BASE,,1,,,,,,,
108,ba_loca,CP_STRIKE/OBJ_SCAN_LOC_A,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,1,,,,,,,,
109,ba_locb,CP_STRIKE/OBJ_SCAN_LOC_B,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,2,,,,,,,,
110,ba_locc,CP_STRIKE/OBJ_SCAN_LOC_C,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,3,,,,,,,,
111,ba_obj_a_plant,CP_STRIKE/OBJ_PLANT_LOC_B,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,2,,,,,,,,
112,ba_obj_b_plant,CP_STRIKE/OBJ_PLANT_LOC_A,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,1,,,,,,,,
113,ba_obj_c_plant,CP_STRIKE/OBJ_PLANT_LOC_C,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,3,,,,,,,,
114,ba_countdown,CP_MILBASE_DIALOGUE/TIME_REMAINING,,,primary,,,,120,59,29,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/ESCAPE_BASE,1,,,,,,,,
115,ba_escape_tank,CP_STRIKE/OBJ_ESCAPE,,,primary,icon_waypoint_objective_general,obj_escape,targetname,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/ESCAPE_BASE,3,,,,,,,,
116,ba_obj_b_alt_plant,CP_STRIKE/OBJ_PLANT_LOC_A,,,,,,,,,,,,,,,,,,,,,,,,,,CP_MILBASE_DIALOGUE/HINT_SEARCH_LOCATIONS,1,,,,,,,,
